Date,State,Project_Type,Tower_Type,Substation_Type,Budget_Cr,GST_Rate,Material,Steel_Price_Index,Cement_Price_Index,Supplier_LeadTime_Days,Region_Cost_Factor,Quantity_Used,Quantity_Procured,Year,Month,CostPerUnitUsed
2020-02-01,1,0,0,0,9.744981749936002,5,1,100.0,110.0,29,1.046587513833144,1697.81,1720.46,2020,2,0.006003600297864318
2020-02-01,1,0,1,1,12.35431606118867,18,2,100.0,110.0,31,0.9975958573516336,1981.47,2029.54,2020,2,0.006216797491540638
2020-02-01,1,0,0,0,18.378481193261997,5,0,100.0,110.0,14,0.9920741072966222,2177.04,2235.56,2020,2,0.0083712031566331
2020-02-01,2,0,0,0,23.809171687058285,5,3,100.0,110.0,15,1.0480634801021778,1720.24,1782.07,2020,2,0.014497410783323967
2020-02-01,2,1,1,1,10.369497137803137,18,1,100.0,110.0,27,1.1227205049833402,2576.86,2625.04,2020,2,0.004516167310473664
2020-02-01,2,0,1,0,18.42287033648101,18,2,100.0,110.0,11,1.0016654596278955,2260.28,2284.65,2020,2,0.008160666915754074
2020-02-01,2,1,0,0,21.187223109570272,18,0,100.0,110.0,34,1.1446054843462723,2441.86,2462.28,2020,2,0.009927303148474417
2020-02-01,0,0,0,0,19.03933754515407,12,3,100.0,110.0,21,1.254646859580264,1321.69,1373.4,2020,2,0.01805989692181552
2020-02-01,0,0,0,0,10.730825042565687,12,1,100.0,110.0,31,1.0001005442063455,1556.02,1595.79,2020,2,0.006892592236999541
2020-02-01,0,1,0,0,20.399871061972217,5,2,100.0,110.0,13,1.2368092300047926,1228.45,1269.08,2020,2,0.020521980414294934
2020-02-01,0,0,1,0,11.459129458824918,5,0,100.0,110.0,28,1.0755885682822544,2068.75,2086.47,2020,2,0.005954974585519264
2020-02-01,3,1,0,1,18.76999801530733,5,3,100.0,110.0,10,1.0769408918924417,1129.73,1171.75,2020,2,0.01787710452842362
2020-02-01,3,1,0,0,16.087081050228015,12,1,100.0,110.0,38,1.067840024971116,1277.15,1322.03,2020,2,0.013440072785187848
2020-02-01,3,1,0,0,6.835981316268837,18,2,100.0,110.0,39,1.2421842336044029,1599.1,1643.17,2020,2,0.00530688595230512
2020-02-01,3,1,1,0,17.995473652855267,12,0,100.0,110.0,19,1.2796582926365545,1377.3,1474.1,2020,2,0.01670757969222874
2020-02-01,4,1,1,0,22.129796823766444,5,3,100.0,110.0,13,1.1463404657559657,2506.9,2565.5,2020,2,0.01011534813909698
2020-02-01,4,1,0,1,15.9123357863187,5,1,100.0,110.0,21,1.0544410551203098,2178.66,2251.82,2020,2,0.007697815317964525
2020-02-01,4,1,1,1,12.545181664559518,5,2,100.0,110.0,44,1.0346216859554906,2371.12,2392.23,2020,2,0.005471694941404514
2020-02-01,4,1,1,0,18.93474330728301,5,0,100.0,110.0,20,1.2509888054108211,2374.59,2463.84,2020,2,0.009971060625250364
2020-03-01,1,0,0,1,16.370405674999166,18,3,100.0,110.0,44,1.0650470707645705,2149.8,2231.74,2020,3,0.008106403483069352
2020-03-01,1,1,0,1,19.79817520894749,18,1,100.0,110.0,39,1.2610211626718266,1829.44,1864.65,2020,3,0.013639298704556007
2020-03-01,1,1,0,1,6.069705934947378,5,2,100.0,110.0,28,0.9365146707144536,1580.43,1638.53,2020,3,0.0035944484770118234
2020-03-01,1,1,0,1,17.04881851802238,18,0,100.0,110.0,30,1.200949811775072,2796.86,2843.61,2020,3,0.00731801283488321
2020-03-01,2,0,1,1,24.918624840606583,12,3,100.0,110.0,14,1.1948142227164036,2508.96,2604.3,2020,3,0.01186199276884533
2020-03-01,2,1,0,0,6.682136122299949,5,1,100.0,110.0,18,1.2287440237161429,2893.52,2953.63,2020,3,0.0028366136098330027
2020-03-01,2,1,1,0,22.26277043978008,12,2,100.0,110.0,26,1.2788994309535435,2528.37,2560.41,2020,3,0.011256496458360825
2020-03-01,2,0,0,1,13.689036889765427,5,0,100.0,110.0,22,1.062080834712567,2208.16,2252.83,2020,3,0.0065811728106127156
2020-03-01,0,1,0,1,19.920897585308467,5,3,100.0,110.0,37,1.284869019389817,2290.82,2304.68,2020,3,0.011168304729778193
2020-03-01,0,0,0,0,16.120100772851693,18,1,100.0,110.0,30,0.9173603133192691,2028.08,2056.98,2020,3,0.007288002787332891
2020-03-01,0,1,1,1,15.461956883402976,5,2,100.0,110.0,23,1.017797578735772,2332.27,2418.19,2020,3,0.006744672617590101
2020-03-01,0,0,1,0,17.402651956030734,12,0,100.0,110.0,37,1.1587393446674896,2639.57,2672.03,2020,3,0.007636660843305596
2020-03-01,3,1,0,0,24.72421488959206,12,3,100.0,110.0,26,1.0119054028675782,1537.19,1630.39,2020,3,0.01626493907023009
2020-03-01,3,0,1,1,19.5143901677672,18,1,100.0,110.0,34,1.0672972145162476,1441.04,1453.73,2020,3,0.014443187615489989
2020-03-01,3,1,1,1,20.55204567470451,12,2,100.0,110.0,41,1.2941144202662018,2980.51,3064.82,2020,3,0.008920546526291954
2020-03-01,3,1,1,1,13.296390046753304,5,0,100.0,110.0,30,0.9225501986603708,1407.72,1440.78,2020,3,0.0087076120727313
2020-03-01,4,0,0,1,16.70299064650944,5,3,100.0,110.0,19,1.2398589562709643,2734.14,2776.31,2020,3,0.007571587761352207
2020-03-01,4,0,0,1,20.139982643444576,12,1,100.0,110.0,37,1.007468992810123,1154.55,1164.57,2020,3,0.017559091366885438
2020-03-01,4,1,0,0,22.0436300063708,12,2,100.0,110.0,14,0.9353632893462588,927.83,988.17,2020,3,0.022198682505830868
2020-03-01,4,0,1,1,9.259283230178214,12,0,100.0,110.0,43,1.0402350235226387,1717.7,1801.26,2020,3,0.005604137259991394
2020-04-01,1,1,1,0,15.94892613798223,5,3,100.0,110.0,33,1.2641885113613092,2236.45,2291.95,2020,4,0.009011351847946202
2020-04-01,1,1,1,1,10.164887765979168,5,1,100.0,110.0,43,1.1483222737688366,2205.62,2208.53,2020,4,0.005289794813803115
2020-04-01,1,1,0,1,7.577594438212984,18,2,100.0,110.0,25,0.9607610774049178,1371.65,1430.81,2020,4,0.005303797615266104
2020-04-01,1,1,0,1,24.462206985402087,5,0,100.0,110.0,28,1.2287162547377797,1467.85,1494.36,2020,4,0.020463023011011067
2020-04-01,2,0,0,1,14.215575360654515,12,3,100.0,110.0,43,0.9514993593198576,1355.3,1374.84,2020,4,0.009972801627977533
2020-04-01,2,0,1,1,23.417448010636264,5,1,100.0,110.0,26,1.0107510592588815,1079.98,1100.97,2020,4,0.021896066885502406
2020-04-01,2,1,0,1,23.480835182148663,12,2,100.0,110.0,35,1.2039821635750343,2496.54,2591.06,2020,4,0.011319340929535517
2020-04-01,2,1,0,1,15.233548842313322,18,0,100.0,110.0,27,1.0789649467293818,1107.38,1163.69,2020,4,0.014829269036924185
2020-04-01,0,1,1,0,16.27930184037673,5,3,100.0,110.0,31,1.030998940871166,1740.75,1832.92,2020,4,0.009636252593971826
2020-04-01,0,1,1,0,16.15484531900875,5,1,100.0,110.0,28,1.0515090503805158,2155.17,2227.21,2020,4,0.007878305541972577
2020-04-01,0,1,1,1,24.730304975859596,5,2,100.0,110.0,42,0.90301374525363,1276.53,1311.11,2020,4,0.017480454719275052
2020-04-01,0,0,0,0,22.935308492528502,18,0,100.0,110.0,12,1.1098045558281018,1803.79,1822.32,2020,4,0.014103419153658368
2020-04-01,3,0,1,0,23.347912261710636,18,3,100.0,110.0,15,1.290026865178057,1956.12,2051.0,2020,4,0.01538967159061626
2020-04-01,3,0,0,1,20.389858663838737,12,1,100.0,110.0,35,1.0294716945616975,2155.93,2204.07,2020,4,0.009731786544086074
2020-04-01,3,1,0,0,20.35559002885677,12,2,100.0,110.0,20,1.2728057369027737,1956.96,2029.0,2020,4,0.013232503098515697
2020-04-01,3,0,1,0,11.44707689949446,12,0,100.0,110.0,29,1.0018562619055056,1461.09,1468.97,2020,4,0.007843789145861327
2020-04-01,4,0,1,1,20.88578899932925,18,3,100.0,110.0,14,1.2322477631150917,2338.82,2393.07,2020,4,0.010999336177704804
2020-04-01,4,0,1,0,20.630289635028294,18,1,100.0,110.0,23,1.2198148523678063,1456.11,1508.34,2020,4,0.017270579232492485
2020-04-01,4,0,1,0,12.17660968247005,5,2,100.0,110.0,34,1.1731928253668529,2463.97,2558.28,2020,4,0.005795409727812678
2020-04-01,4,1,0,1,9.644253902936343,5,0,100.0,110.0,11,1.1174211444455957,2464.09,2504.13,2020,4,0.004371724048023817
2020-05-01,1,0,0,1,19.61098273618603,12,3,100.0,110.0,24,1.2514516461493752,2598.69,2691.34,2020,5,0.009440431985277855
2020-05-01,1,1,0,1,19.878925851453538,12,1,100.0,110.0,13,1.1279558739485267,1845.97,1895.16,2020,5,0.012140181584938702
2020-05-01,1,0,0,1,12.576431311138316,5,2,100.0,110.0,33,1.141583148829005,2153.53,2282.9,2020,5,0.0066636538164708626
2020-05-01,1,1,0,1,18.878968889342,12,0,100.0,110.0,36,1.0382783974015677,1580.25,1634.81,2020,5,0.012396284941040359
2020-05-01,2,0,0,1,10.758592329514522,18,3,100.0,110.0,21,1.2647409635371858,1416.14,1487.84,2020,5,0.009601614822201033
2020-05-01,2,1,1,1,19.14477268626797,12,1,100.0,110.0,37,1.0497741478881688,1745.47,1772.06,2020,5,0.011507605302833512
2020-05-01,2,1,1,1,14.016787428082642,12,2,100.0,110.0,30,0.966208204146916,938.17,998.64,2020,5,0.014420323273525347
2020-05-01,2,1,0,1,6.095232776440627,5,0,100.0,110.0,19,1.2211413794392048,1609.99,1650.26,2020,5,0.004620227909934736
2020-05-01,0,1,1,1,23.459204635969694,18,3,100.0,110.0,27,1.0923347912356294,967.93,1021.97,2020,5,0.026447014127528166
2020-05-01,0,1,0,0,13.37850899009096,5,1,100.0,110.0,38,1.1322353401112175,1045.46,1114.84,2020,5,0.01447510719623934
2020-05-01,0,1,0,0,14.17977976034026,12,2,100.0,110.0,31,0.9341398672314576,1601.67,1651.68,2020,5,0.008264893947409984
2020-05-01,0,1,1,1,11.98773998098666,12,0,100.0,110.0,38,1.1499903948204209,1915.78,1969.73,2020,5,0.007192158637788058
2020-05-01,3,1,1,1,14.065776694960553,12,3,100.0,110.0,37,1.0924351793550344,1506.03,1595.82,2020,5,0.010196180093645842
2020-05-01,3,1,1,0,10.414893462871076,12,1,100.0,110.0,43,1.0634936684392386,1080.44,1129.99,2020,5,0.010242059897204288
2020-05-01,3,1,1,1,16.034451905186796,18,2,100.0,110.0,33,0.9784452398773812,893.82,1008.1,2020,5,0.017532948683168487
2020-05-01,3,0,0,0,6.988827855186903,12,0,100.0,110.0,41,1.2422785872425144,1649.54,1703.27,2020,5,0.005260139829645279
2020-05-01,4,1,1,1,11.479801222135992,12,3,100.0,110.0,16,1.1532963099643845,2278.79,2346.01,2020,5,0.005807382429352735
2020-05-01,4,0,1,1,21.34887123476882,18,1,100.0,110.0,11,1.0452236848780363,1089.19,1150.86,2020,5,0.02046830906538473
2020-05-01,4,0,1,1,13.722530582706334,18,2,100.0,110.0,31,1.2119035099152122,1121.23,1175.39,2020,5,0.014819050442512362
2020-05-01,4,0,0,1,10.373547187698922,12,0,100.0,110.0,34,1.0031550741732809,2187.57,2213.17,2020,5,0.004754829180019894
2020-06-01,1,0,0,1,18.824437152193088,5,3,100.0,110.0,20,1.2290335503646697,1188.75,1272.42,2020,6,0.019445988507481794
2020-06-01,1,0,1,0,9.128425435212064,12,1,100.0,110.0,31,0.954754252027523,1334.47,1387.64,2020,6,0.0065260941830104086
2020-06-01,1,0,0,1,14.885477002765429,12,2,100.0,110.0,26,1.0675082099568294,2006.94,2066.53,2020,6,0.007913766800589495
2020-06-01,1,1,0,0,20.41971851070957,5,0,100.0,110.0,30,1.2348315962812118,1057.46,1048.22,2020,6,0.023822264047949383
2020-06-01,2,0,0,0,14.521008043981992,18,3,100.0,110.0,33,1.2747318957299032,1688.55,1717.09,2020,6,0.010955811968757561
2020-06-01,2,1,0,0,24.10472625446958,18,1,100.0,110.0,43,1.1493330203619962,962.47,1029.98,2020,6,0.028754769563192034
2020-06-01,2,1,0,1,18.76804792855472,12,2,100.0,110.0,34,0.9985608132956428,1367.11,1429.61,2020,6,0.013698487112519612
2020-06-01,2,1,0,0,21.148605036335223,5,0,100.0,110.0,26,1.2800949415283212,2091.21,2154.52,2020,6,0.01293953395089073
2020-06-01,0,0,0,0,17.778987706685236,5,3,100.0,110.0,32,1.1896413317092556,1588.42,1639.41,2020,6,0.013307130029711156
2020-06-01,0,1,0,0,5.788536227370118,12,1,100.0,110.0,25,1.2700993269662664,2392.91,2443.2,2020,6,0.0030711329859947276
2020-06-01,0,0,0,1,19.62047342916563,18,2,100.0,110.0,17,1.2884232980661472,1309.93,1358.94,2020,6,0.019283619327671798
2020-06-01,0,0,0,1,18.003347008864562,18,0,100.0,110.0,43,1.2539993426093123,2300.4,2367.44,2020,6,0.009809761585940512
2020-06-01,3,1,0,0,15.789825847506744,5,3,100.0,110.0,31,1.027501001172828,1475.82,1547.51,2020,6,0.010985808606775218
2020-06-01,3,0,1,0,5.004750471517692,5,1,100.0,110.0,22,1.0535855559678904,1621.51,1678.58,2020,6,0.0032498615158085492
2020-06-01,3,1,1,1,13.038618272184843,5,2,100.0,110.0,25,1.2494708456745356,2397.87,2405.82,2020,6,0.006791269805772822
2020-06-01,3,0,1,0,22.056436433838027,12,0,100.0,110.0,34,1.0109062582787094,1703.48,1709.51,2020,6,0.013081402906630409
2020-06-01,4,1,1,0,9.365077757301282,12,3,100.0,110.0,15,1.2929322060320327,2446.75,2502.84,2020,6,0.004946751361212979
2020-06-01,4,0,0,0,23.854635482702516,18,1,100.0,110.0,19,0.9187781428591252,1731.41,1804.61,2020,6,0.012651230186490963
2020-06-01,4,0,1,1,6.156853531267927,18,2,100.0,110.0,32,1.2535143539853704,1580.57,1621.23,2020,6,0.004879774070594323
2020-06-01,4,0,0,0,17.45874765870237,5,0,100.0,110.0,34,1.1371759739366814,1944.44,1965.1,2020,6,0.010205232940876934
2020-07-01,1,1,0,0,14.533536566607369,18,3,100.0,110.0,34,1.2408774133388032,1670.83,1719.11,2020,7,0.010787183661877501
2020-07-01,1,0,0,0,10.195075675206525,5,1,100.0,110.0,35,1.1130410077603048,1921.24,1966.55,2020,7,0.0059032885090958675
2020-07-01,1,1,0,0,14.902930540279486,12,2,100.0,110.0,38,1.262605487777832,2221.04,2317.66,2020,7,0.008468129234455155
2020-07-01,1,0,0,0,18.169036693168508,5,0,100.0,110.0,22,1.234805331345469,1614.24,1684.75,2020,7,0.013889715072766847
2020-07-01,2,0,1,1,22.632742655407004,5,3,100.0,110.0,40,1.230326700225905,1812.6,1853.34,2020,7,0.015353808771663535
2020-07-01,2,0,0,1,10.17376661395816,12,1,100.0,110.0,41,0.933639289787194,1421.92,1451.08,2020,7,0.00667544783678391
2020-07-01,2,0,1,0,15.799707594317107,18,2,100.0,110.0,15,1.013337179306233,1086.85,1135.69,2020,7,0.014717498853232125
2020-07-01,2,1,0,0,23.744569744729024,12,0,100.0,110.0,13,1.0203854267787265,1660.51,1702.26,2020,7,0.014582285350465877
2020-07-01,0,1,1,0,6.493888355157081,12,3,100.0,110.0,23,1.2893955876709589,1914.53,1973.71,2020,7,0.004371213706894364
2020-07-01,0,1,1,1,10.050174993767644,18,1,100.0,110.0,35,0.9635753133107028,719.36,756.22,2020,7,0.01344341790000423
2020-07-01,0,1,0,1,20.89619097499859,5,2,100.0,110.0,20,0.9883078451155042,1211.69,1267.78,2020,7,0.01702980108158136
2020-07-01,0,0,1,0,19.62540133947371,18,0,100.0,110.0,25,1.2429440368369995,1773.52,1809.42,2020,7,0.013746407797844888
2020-07-01,3,1,0,0,22.88198407358269,18,3,100.0,110.0,43,0.9852418816100332,1735.68,1787.54,2020,7,0.012981256790904151
2020-07-01,3,0,1,0,9.074024985525485,5,1,100.0,110.0,17,1.208368737857621,1350.97,1395.23,2020,7,0.008110215551416042
2020-07-01,3,0,1,1,23.236720699198223,12,2,100.0,110.0,12,0.9741835498706618,1590.22,1681.18,2020,7,0.014226085053039813
2020-07-01,3,0,0,0,16.639428038287974,5,0,100.0,110.0,11,1.2190236402548753,1203.59,1291.12,2020,7,0.016838805019959362
2020-07-01,4,0,1,0,12.910901677599371,18,3,100.0,110.0,40,1.188755051170774,1254.36,1334.74,2020,7,0.01222589502964526
2020-07-01,4,1,1,1,9.840900317250547,5,1,100.0,110.0,41,0.907347054776216,1586.82,1655.38,2020,7,0.005623503872733442
2020-07-01,4,0,1,0,11.529226164879836,12,2,100.0,110.0,42,0.9351465996579332,1160.47,1203.74,2020,7,0.00928264754558848
2020-07-01,4,1,1,0,18.86387881645362,18,0,100.0,110.0,43,0.9164733981117088,737.64,785.48,2020,7,0.023405506228315186
2020-08-01,1,1,1,1,23.7242449248738,18,3,100.0,110.0,40,1.1165185341204282,1481.13,1548.59,2020,8,0.017871953989619063
2020-08-01,1,1,0,1,18.21640236598501,12,1,100.0,110.0,31,1.08092731380732,1480.78,1540.62,2020,8,0.013288482012645259
2020-08-01,1,1,1,0,16.865572966203572,5,2,100.0,110.0,34,1.248713426636881,1623.28,1647.49,2020,8,0.012965909455772653
2020-08-01,1,0,1,0,18.0652603847466,5,0,100.0,110.0,41,1.116991454287747,1613.98,1650.75,2020,8,0.012494731494659333
2020-08-01,2,1,0,0,5.613050044116122,5,3,100.0,110.0,16,1.0850491826957265,1248.72,1308.7,2020,8,0.004873439940785464
2020-08-01,2,0,1,0,15.096897637860357,12,1,100.0,110.0,41,1.1352233512360317,1587.4,1653.58,2020,8,0.010789694491135208
2020-08-01,2,1,1,0,13.434418537469108,12,2,100.0,110.0,21,1.0535388607471186,727.57,808.73,2020,8,0.019426660445482483
2020-08-01,2,0,0,0,9.750866498477553,12,0,100.0,110.0,11,0.972390781083796,870.66,917.49,2020,8,0.010877696224099311
2020-08-01,0,0,0,1,16.858367996635636,18,3,100.0,110.0,34,1.1650485116033282,1758.2,1814.9,2020,8,0.011164629685391956
2020-08-01,0,1,0,1,20.46946251373201,5,1,100.0,110.0,32,1.0815158165534555,1050.3,1082.46,2020,8,0.021057783187433867
2020-08-01,0,0,0,0,18.387808029187227,5,2,100.0,110.0,10,1.079773534085495,967.08,1031.78,2020,8,0.020509326150484602
2020-08-01,0,1,0,1,18.276090552436106,5,0,100.0,110.0,37,1.2456864710696676,1136.04,1188.92,2020,8,0.020022407958571225
2020-08-01,3,0,1,1,15.62339056002064,12,3,100.0,110.0,38,1.1560011867347657,1404.77,1439.17,2020,8,0.012847519884621664
2020-08-01,3,0,1,0,24.73260245917694,18,1,100.0,110.0,43,1.029252262828111,771.22,807.8,2020,8,0.03296481190170673
2020-08-01,3,1,1,1,18.337285150922085,18,2,100.0,110.0,25,1.2759279167707367,2075.81,2107.49,2020,8,0.011265861605947093
2020-08-01,3,0,0,1,8.542995788947717,12,0,100.0,110.0,10,1.235246115859244,1047.87,1110.5,2020,8,0.01006102030385038
2020-08-01,4,1,1,0,22.29217671910073,5,3,100.0,110.0,21,0.9452439276306293,1511.1,1576.55,2020,8,0.013935285151378115
2020-08-01,4,0,1,0,24.98827451541333,12,1,100.0,110.0,18,1.2465754670110585,1847.16,1900.69,2020,8,0.016854476870969994
2020-08-01,4,1,0,1,22.57031122602696,5,2,100.0,110.0,13,1.167037354225434,1922.09,1987.02,2020,8,0.013696912935570937
2020-08-01,4,0,1,0,17.981493175887863,5,0,100.0,110.0,24,1.1520834993316578,1673.97,1741.49,2020,8,0.01236809111881718
2020-09-01,1,1,0,1,9.75088261748655,5,3,100.0,110.0,44,0.9909078509052608,1214.3,1268.54,2020,9,0.007950486413990836
2020-09-01,1,1,0,0,24.029571193319825,12,1,100.0,110.0,15,1.265694606380588,1621.97,1654.46,2020,9,0.018739778710033614
2020-09-01,1,0,0,1,15.67205093453757,18,2,100.0,110.0,32,1.2251942954864374,1741.27,1784.95,2020,9,0.01102085635611491
2020-09-01,1,0,0,0,8.326632154862843,5,0,100.0,110.0,36,1.2718423509687955,1945.86,2005.66,2020,9,0.005439612204007029
2020-09-01,2,0,1,0,10.452480014670677,12,3,100.0,110.0,34,1.1089924162064473,1276.42,1312.91,2020,9,0.009074322514771364
2020-09-01,2,0,1,0,14.670912934398494,18,1,100.0,110.0,10,1.049403873215355,969.09,1031.93,2020,9,0.015870396413696697
2020-09-01,2,0,1,1,22.68412926696816,5,2,100.0,110.0,35,0.9848179359632908,1128.05,1142.98,2020,9,0.019786313594455568
2020-09-01,2,0,0,1,11.0412100366959,18,0,100.0,110.0,19,1.2238119903073768,1769.96,1863.7,2020,9,0.007629966363108479
2020-09-01,0,1,0,1,19.73747489888364,12,3,100.0,110.0,42,0.9866959200363103,1357.68,1438.3,2020,9,0.014333681186554283
2020-09-01,0,1,0,0,7.835487870542037,18,1,100.0,110.0,16,1.1780578216190376,1372.24,1462.82,2020,9,0.006721809568679287
2020-09-01,0,1,0,1,11.82180048948441,12,2,100.0,110.0,28,1.141287764085349,1173.41,1240.44,2020,9,0.011488386720231218
2020-09-01,0,0,0,1,11.467431242310417,18,0,100.0,110.0,15,1.041998522332775,1439.75,1482.91,2020,9,0.008293629296852439
2020-09-01,3,1,1,1,17.80336447656332,12,3,100.0,110.0,17,1.1603509476188778,819.96,820.11,2020,9,0.025163407280725632
2020-09-01,3,0,1,1,24.90960981408514,18,1,100.0,110.0,39,1.0334278197888802,991.76,1051.11,2020,9,0.025930017085661894
2020-09-01,3,1,0,1,9.01867377318113,12,2,100.0,110.0,39,1.080148374503274,1293.21,1324.83,2020,9,0.007526990068286372
2020-09-01,3,1,0,0,24.483292572560316,12,0,100.0,110.0,14,1.1948720900028973,1527.42,1608.33,2020,9,0.019140290604891034
2020-09-01,4,0,1,0,6.782488642320333,18,3,100.0,110.0,41,0.951085393454094,1310.46,1373.05,2020,9,0.004918736277872873
2020-09-01,4,0,0,0,12.618190510219744,12,1,100.0,110.0,36,0.9956221328789064,1314.61,1379.17,2020,9,0.009549144312415806
2020-09-01,4,0,1,0,15.313588553929955,18,2,100.0,110.0,31,1.098785393162332,1240.9,1292.94,2020,9,0.013548874643655777
2020-09-01,4,0,0,0,9.239649818044771,12,0,100.0,110.0,18,1.029011191138566,1034.57,1082.09,2020,9,0.009181130261565598
2020-10-01,1,0,1,0,17.81944154690664,5,3,100.0,110.0,11,0.9530098690967392,652.0,763.62,2020,10,0.026006284312395853
2020-10-01,1,1,1,1,18.326137716700792,12,1,100.0,110.0,17,1.091293609219229,1549.9,1592.4,2020,10,0.012895220176611674
2020-10-01,1,0,1,0,13.64995756660264,5,2,100.0,110.0,40,1.1024567451360976,1282.79,1309.3,2020,10,0.011721923204046296
2020-10-01,1,0,0,1,12.729216823182943,5,0,100.0,110.0,28,0.9767129822367444,1267.03,1313.42,2020,10,0.00980480850209313
2020-10-01,2,1,1,1,24.67357850526827,18,3,100.0,110.0,18,0.9568997474748784,833.97,874.79,2020,10,0.028276633940132936
2020-10-01,2,0,1,1,9.577892096932272,5,1,100.0,110.0,38,1.1495583345166551,875.61,907.94,2020,10,0.012560141553404246
2020-10-01,2,0,0,0,18.081515907439965,18,2,100.0,110.0,16,1.110201848787456,1314.86,1331.93,2020,10,0.015255522919854426
2020-10-01,2,0,0,1,5.383845536461134,18,0,100.0,110.0,30,1.204115929248854,1258.88,1307.0,2020,10,0.00514554891820506
2020-10-01,0,1,1,0,17.585976120214724,5,3,100.0,110.0,27,0.9258466719376344,738.33,785.28,2020,10,0.022022530485271138
2020-10-01,0,0,0,1,14.764822740435564,12,1,100.0,110.0,27,1.0904072517475067,1008.85,1047.97,2020,10,0.015942634833824264
2020-10-01,0,1,1,1,7.662900083561938,5,2,100.0,110.0,18,1.2771324565653046,1321.03,1379.16,2020,10,0.0074026598550213955
2020-10-01,0,1,1,0,22.902354814130728,5,0,100.0,110.0,24,1.255756366451538,1145.89,1191.72,2020,10,0.025076317575858792
2020-10-01,3,0,0,1,18.604555584167063,5,3,100.0,110.0,17,0.9339168064183212,1035.27,1076.13,2020,10,0.016766969164404497
2020-10-01,3,1,1,0,14.238938733419117,18,1,100.0,110.0,24,1.276926155869277,934.88,989.5,2020,10,0.0194277827291138
2020-10-01,3,1,1,0,20.28745324443472,12,2,100.0,110.0,41,1.1058630346294047,1591.48,1645.83,2020,10,0.014088179826304092
2020-10-01,3,1,0,0,17.300259360777332,12,0,100.0,110.0,34,1.1121208532996634,987.0,1043.14,2020,10,0.01947366316053965
2020-10-01,4,0,0,0,7.279132694286343,5,3,100.0,110.0,41,1.199229271771813,843.13,906.59,2020,10,0.010341237724165005
2020-10-01,4,1,0,1,12.519857798826228,12,1,100.0,110.0,34,0.9654735205861206,761.3,838.11,2020,10,0.01585673774927241
