Date,State,Project_Type,Tower_Type,Substation_Type,Budget_Cr,GST_Rate,Material,Steel_Price_Index,Cement_Price_Index,Supplier_LeadTime_Days,Region_Cost_Factor,Quantity_Used,Quantity_Procured
2020-06-01,Maharashtra,Transmission,TypeA,400 kV,18.768047928554722,12,Insulator,100.0,110.0,34,0.9985608132956427,1367.11,1429.61
2020-06-01,Maharashtra,Transmission,TypeA,220 kV,21.148605036335223,5,Cable,100.0,110.0,26,1.2800949415283212,2091.21,2154.52
2020-06-01,Assam,Substation,TypeA,220 kV,17.778987706685236,5,Steel,100.0,110.0,32,1.1896413317092556,1588.42,1639.41
2020-06-01,Assam,Transmission,TypeA,220 kV,5.788536227370118,12,Cement,100.0,110.0,25,1.2700993269662664,2392.91,2443.2
2020-06-01,Assam,Substation,TypeA,400 kV,19.62047342916563,18,Insulator,100.0,110.0,17,1.2884232980661472,1309.93,1358.94
2020-06-01,Assam,Substation,TypeA,400 kV,18.003347008864562,18,Cable,100.0,110.0,43,1.2539993426093123,2300.4,2367.44
2020-06-01,Tamil Nadu,Transmission,TypeA,220 kV,15.789825847506744,5,Steel,100.0,110.0,31,1.027501001172828,1475.82,1547.51
2020-06-01,Tamil Nadu,Substation,TypeB,220 kV,5.004750471517692,5,Cement,100.0,110.0,22,1.0535855559678904,1621.51,1678.58
2020-06-01,Tamil Nadu,Transmission,TypeB,400 kV,13.038618272184843,5,Insulator,100.0,110.0,25,1.2494708456745356,2397.87,2405.82
2020-06-01,Tamil Nadu,Substation,TypeB,220 kV,22.056436433838027,12,Cable,100.0,110.0,34,1.0109062582787094,1703.48,1709.51
2020-06-01,Uttar Pradesh,Transmission,TypeB,220 kV,9.365077757301282,12,Steel,100.0,110.0,15,1.2929322060320327,2446.75,2502.84
2020-06-01,Uttar Pradesh,Substation,TypeA,220 kV,23.854635482702513,18,Cement,100.0,110.0,19,0.9187781428591252,1731.41,1804.61
2020-06-01,Uttar Pradesh,Substation,TypeB,400 kV,6.156853531267927,18,Insulator,100.0,110.0,32,1.2535143539853704,1580.57,1621.23
2020-06-01,Uttar Pradesh,Substation,TypeA,220 kV,17.45874765870237,5,Cable,100.0,110.0,34,1.1371759739366814,1944.44,1965.1
2020-07-01,Gujarat,Transmission,TypeA,220 kV,14.533536566607367,18,Steel,100.0,110.0,34,1.2408774133388032,1670.83,1719.11
2020-07-01,Gujarat,Substation,TypeA,220 kV,10.195075675206525,5,Cement,100.0,110.0,35,1.1130410077603048,1921.24,1966.55
2020-07-01,Gujarat,Transmission,TypeA,220 kV,14.902930540279486,12,Insulator,100.0,110.0,38,1.262605487777832,2221.04,2317.66
2020-07-01,Gujarat,Substation,TypeA,220 kV,18.169036693168508,5,Cable,100.0,110.0,22,1.234805331345469,1614.24,1684.75
2020-07-01,Maharashtra,Substation,TypeB,400 kV,22.632742655407004,5,Steel,100.0,110.0,40,1.230326700225905,1812.6,1853.34
2020-07-01,Maharashtra,Substation,TypeA,400 kV,10.17376661395816,12,Cement,100.0,110.0,41,0.9336392897871939,1421.92,1451.08
2020-07-01,Maharashtra,Substation,TypeB,220 kV,15.799707594317109,18,Insulator,100.0,110.0,15,1.0133371793062327,1086.85,1135.69
2020-07-01,Maharashtra,Transmission,TypeA,220 kV,23.744569744729024,12,Cable,100.0,110.0,13,1.0203854267787265,1660.51,1702.26
2020-07-01,Assam,Transmission,TypeB,220 kV,6.493888355157081,12,Steel,100.0,110.0,23,1.2893955876709589,1914.53,1973.71
2020-07-01,Assam,Transmission,TypeB,400 kV,10.050174993767644,18,Cement,100.0,110.0,35,0.9635753133107027,719.36,756.22
2020-07-01,Assam,Transmission,TypeA,400 kV,20.89619097499859,5,Insulator,100.0,110.0,20,0.9883078451155042,1211.69,1267.78
2020-07-01,Assam,Substation,TypeB,220 kV,19.62540133947371,18,Cable,100.0,110.0,25,1.2429440368369995,1773.52,1809.42
2020-07-01,Tamil Nadu,Transmission,TypeA,220 kV,22.88198407358269,18,Steel,100.0,110.0,43,0.9852418816100333,1735.68,1787.54
2020-07-01,Tamil Nadu,Substation,TypeB,220 kV,9.074024985525483,5,Cement,100.0,110.0,17,1.208368737857621,1350.97,1395.23
2020-07-01,Tamil Nadu,Substation,TypeB,400 kV,23.236720699198223,12,Insulator,100.0,110.0,12,0.9741835498706618,1590.22,1681.18
2020-07-01,Tamil Nadu,Substation,TypeA,220 kV,16.639428038287974,5,Cable,100.0,110.0,11,1.2190236402548753,1203.59,1291.12
2020-07-01,Uttar Pradesh,Substation,TypeB,220 kV,12.910901677599373,18,Steel,100.0,110.0,40,1.188755051170774,1254.36,1334.74
2020-07-01,Uttar Pradesh,Transmission,TypeB,400 kV,9.840900317250549,5,Cement,100.0,110.0,41,0.907347054776216,1586.82,1655.38
2020-07-01,Uttar Pradesh,Substation,TypeB,220 kV,11.529226164879837,12,Insulator,100.0,110.0,42,0.9351465996579333,1160.47,1203.74
2020-07-01,Uttar Pradesh,Transmission,TypeB,220 kV,18.86387881645362,18,Cable,100.0,110.0,43,0.9164733981117087,737.64,785.48
2020-08-01,Gujarat,Transmission,TypeB,400 kV,23.724244924873798,18,Steel,100.0,110.0,40,1.1165185341204282,1481.13,1548.59
2020-08-01,Gujarat,Transmission,TypeA,400 kV,18.21640236598501,12,Cement,100.0,110.0,31,1.08092731380732,1480.78,1540.62
2020-08-01,Gujarat,Transmission,TypeB,220 kV,16.865572966203572,5,Insulator,100.0,110.0,34,1.2487134266368807,1623.28,1647.49
2020-08-01,Gujarat,Substation,TypeB,220 kV,18.0652603847466,5,Cable,100.0,110.0,41,1.116991454287747,1613.98,1650.75
2020-08-01,Maharashtra,Transmission,TypeA,220 kV,5.613050044116122,5,Steel,100.0,110.0,16,1.0850491826957265,1248.72,1308.7
2020-08-01,Maharashtra,Substation,TypeB,220 kV,15.096897637860355,12,Cement,100.0,110.0,41,1.1352233512360317,1587.4,1653.58
2020-08-01,Maharashtra,Transmission,TypeB,220 kV,13.434418537469108,12,Insulator,100.0,110.0,21,1.0535388607471186,727.57,808.73
2020-08-01,Maharashtra,Substation,TypeA,220 kV,9.750866498477553,12,Cable,100.0,110.0,11,0.972390781083796,870.66,917.49
2020-08-01,Assam,Substation,TypeA,400 kV,16.858367996635636,18,Steel,100.0,110.0,34,1.1650485116033282,1758.2,1814.9
2020-08-01,Assam,Transmission,TypeA,400 kV,20.46946251373201,5,Cement,100.0,110.0,32,1.0815158165534557,1050.3,1082.46
2020-08-01,Assam,Substation,TypeA,220 kV,18.387808029187227,5,Insulator,100.0,110.0,10,1.079773534085495,967.08,1031.78
2020-08-01,Assam,Transmission,TypeA,400 kV,18.276090552436102,5,Cable,100.0,110.0,37,1.2456864710696676,1136.04,1188.92
2020-08-01,Tamil Nadu,Substation,TypeB,400 kV,15.62339056002064,12,Steel,100.0,110.0,38,1.1560011867347655,1404.77,1439.17
2020-08-01,Tamil Nadu,Substation,TypeB,220 kV,24.73260245917694,18,Cement,100.0,110.0,43,1.0292522628281113,771.22,807.8
2020-08-01,Tamil Nadu,Transmission,TypeB,400 kV,18.337285150922085,18,Insulator,100.0,110.0,25,1.2759279167707367,2075.81,2107.49
2020-08-01,Tamil Nadu,Substation,TypeA,400 kV,8.542995788947717,12,Cable,100.0,110.0,10,1.235246115859244,1047.87,1110.5
2020-08-01,Uttar Pradesh,Transmission,TypeB,220 kV,22.292176719100734,5,Steel,100.0,110.0,21,0.9452439276306293,1511.1,1576.55
2020-08-01,Uttar Pradesh,Substation,TypeB,220 kV,24.98827451541333,12,Cement,100.0,110.0,18,1.2465754670110583,1847.16,1900.69
2020-08-01,Uttar Pradesh,Transmission,TypeA,400 kV,22.57031122602696,5,Insulator,100.0,110.0,13,1.167037354225434,1922.09,1987.02
2020-08-01,Uttar Pradesh,Substation,TypeB,220 kV,17.981493175887863,5,Cable,100.0,110.0,24,1.1520834993316578,1673.97,1741.49
2020-09-01,Gujarat,Transmission,TypeA,400 kV,9.75088261748655,5,Steel,100.0,110.0,44,0.9909078509052607,1214.3,1268.54
2020-09-01,Gujarat,Transmission,TypeA,220 kV,24.029571193319825,12,Cement,100.0,110.0,15,1.265694606380588,1621.97,1654.46
2020-09-01,Gujarat,Substation,TypeA,400 kV,15.67205093453757,18,Insulator,100.0,110.0,32,1.2251942954864374,1741.27,1784.95
2020-09-01,Gujarat,Substation,TypeA,220 kV,8.326632154862843,5,Cable,100.0,110.0,36,1.2718423509687957,1945.86,2005.66
2020-09-01,Maharashtra,Substation,TypeB,220 kV,10.452480014670675,12,Steel,100.0,110.0,34,1.1089924162064473,1276.42,1312.91
2020-09-01,Maharashtra,Substation,TypeB,220 kV,14.670912934398494,18,Cement,100.0,110.0,10,1.049403873215355,969.09,1031.93
2020-09-01,Maharashtra,Substation,TypeB,400 kV,22.684129266968156,5,Insulator,100.0,110.0,35,0.9848179359632907,1128.05,1142.98
2020-09-01,Maharashtra,Substation,TypeA,400 kV,11.041210036695901,18,Cable,100.0,110.0,19,1.2238119903073768,1769.96,1863.7
2020-09-01,Assam,Transmission,TypeA,400 kV,19.73747489888364,12,Steel,100.0,110.0,42,0.9866959200363103,1357.68,1438.3
2020-09-01,Assam,Transmission,TypeA,220 kV,7.835487870542037,18,Cement,100.0,110.0,16,1.1780578216190376,1372.24,1462.82
2020-09-01,Assam,Transmission,TypeA,400 kV,11.82180048948441,12,Insulator,100.0,110.0,28,1.141287764085349,1173.41,1240.44
2020-09-01,Assam,Substation,TypeA,400 kV,11.467431242310415,18,Cable,100.0,110.0,15,1.041998522332775,1439.75,1482.91
2020-09-01,Tamil Nadu,Transmission,TypeB,400 kV,17.80336447656332,12,Steel,100.0,110.0,17,1.1603509476188778,819.96,820.11
2020-09-01,Tamil Nadu,Substation,TypeB,400 kV,24.90960981408514,18,Cement,100.0,110.0,39,1.0334278197888802,991.76,1051.11
2020-09-01,Tamil Nadu,Transmission,TypeA,400 kV,9.01867377318113,12,Insulator,100.0,110.0,39,1.080148374503274,1293.21,1324.83
2020-09-01,Tamil Nadu,Transmission,TypeA,220 kV,24.483292572560313,12,Cable,100.0,110.0,14,1.1948720900028973,1527.42,1608.33
2020-09-01,Uttar Pradesh,Substation,TypeB,220 kV,6.782488642320333,18,Steel,100.0,110.0,41,0.9510853934540939,1310.46,1373.05
2020-09-01,Uttar Pradesh,Substation,TypeA,220 kV,12.618190510219744,12,Cement,100.0,110.0,36,0.9956221328789063,1314.61,1379.17
2020-09-01,Uttar Pradesh,Substation,TypeB,220 kV,15.313588553929955,18,Insulator,100.0,110.0,31,1.0987853931623321,1240.9,1292.94
2020-09-01,Uttar Pradesh,Substation,TypeA,220 kV,9.239649818044771,12,Cable,100.0,110.0,18,1.029011191138566,1034.57,1082.09
2020-10-01,Gujarat,Substation,TypeB,220 kV,17.81944154690664,5,Steel,100.0,110.0,11,0.9530098690967393,652.0,763.62
2020-10-01,Gujarat,Transmission,TypeB,400 kV,18.326137716700792,12,Cement,100.0,110.0,17,1.091293609219229,1549.9,1592.4
2020-10-01,Gujarat,Substation,TypeB,220 kV,13.64995756660264,5,Insulator,100.0,110.0,40,1.1024567451360976,1282.79,1309.3
2020-10-01,Gujarat,Substation,TypeA,400 kV,12.729216823182943,5,Cable,100.0,110.0,28,0.9767129822367443,1267.03,1313.42
2020-10-01,Maharashtra,Transmission,TypeB,400 kV,24.67357850526827,18,Steel,100.0,110.0,18,0.9568997474748785,833.97,874.79
2020-10-01,Maharashtra,Substation,TypeB,400 kV,9.577892096932272,5,Cement,100.0,110.0,38,1.1495583345166553,875.61,907.94
2020-10-01,Maharashtra,Substation,TypeA,220 kV,18.081515907439965,18,Insulator,100.0,110.0,16,1.110201848787456,1314.86,1331.93
2020-10-01,Maharashtra,Substation,TypeA,400 kV,5.383845536461134,18,Cable,100.0,110.0,30,1.2041159292488541,1258.88,1307.0
2020-10-01,Assam,Transmission,TypeB,220 kV,17.585976120214724,5,Steel,100.0,110.0,27,0.9258466719376345,738.33,785.28
2020-10-01,Assam,Substation,TypeA,400 kV,14.764822740435564,12,Cement,100.0,110.0,27,1.0904072517475067,1008.85,1047.97
2020-10-01,Assam,Transmission,TypeB,400 kV,7.662900083561938,5,Insulator,100.0,110.0,18,1.2771324565653046,1321.03,1379.16
2020-10-01,Assam,Transmission,TypeB,220 kV,22.902354814130728,5,Cable,100.0,110.0,24,1.2557563664515379,1145.89,1191.72
